Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Alex Scherff,Red Sox,0,0,6.45,0,0,0,1,1,1,0,1,1,1.76,4.83,5.29,6.35,0,0,999,sa3005397
Tyler Vail,,0,0,6.36,0,0,0,1,1,1,0,1,1,1.79,4.7,5.43,6.35,0,0,999,sa549653
Yefri Del Rosario,Royals,0,0,6.32,0,0,0,1,1,1,0,1,1,1.74,5.04,5.37,6.35,0,0,999,sa3002971
Dylan Silva,,0,0,6.06,0,1,0,1,1,1,0,1,1,1.89,5.95,7.24,6.35,0,0,999,sa856281
Nelson Hernandez,Brewers,0,0,6.4,0,0,0,1,1,1,0,0,1,1.76,4.45,4.89,6.35,0,0,999,sa828823
Oscar Rojas,Mets,0,0,6.31,0,0,0,1,1,1,0,1,1,1.84,5.03,6.1,6.35,0,0,999,sa3005098
Jose Montilla,Braves,0,0,6.36,0,0,0,1,1,1,0,0,1,1.84,4.25,5.67,6.36,0,0,999,sa3003102
Gerson Garabito,Royals,0,0,6.25,0,0,0,1,1,1,0,1,1,1.72,5.29,5.45,6.36,0,0,999,sa737361
Yan De La Cruz,,0,0,6.18,0,1,0,1,1,1,0,1,1,1.92,4.77,6.89,6.36,0,0,999,sa830143
Francisco Perez,Indians,0,0,6.18,0,0,0,1,1,1,0,1,1,1.8,4.64,5.79,6.36,0,0,999,sa872785
Anjul Hernandez,,0,0,6.31,0,0,0,1,1,1,0,1,1,1.83,5.12,6.07,6.36,0,0,999,sa735868
Freisis Adames,Brewers,0,0,6.32,0,0,0,1,1,1,0,1,1,1.85,5.13,6.15,6.36,0,0,999,sa916725
Aneudy Acosta,Giants,0,0,6.06,0,1,0,1,1,1,0,1,1,1.94,5.66,7.86,6.36,0,-0.1,999,sa917759
Jhonny Polanco,,0,0,6.27,0,1,0,1,1,1,0,1,1,1.85,6.7,6.97,6.36,0,0,999,sa504741
Carlos Pena,,0,0,6.17,0,1,0,1,1,1,0,1,1,1.81,6.09,6.51,6.36,0,0,999,sa879441
Taylor Varnell,White Sox,0,0,6.17,0,0,0,1,1,1,0,1,1,1.82,5.35,6.16,6.36,0,0,999,sa3006806
Jorge Cespedes,Mets,0,0,6.21,0,0,0,1,1,1,0,1,1,1.87,4.91,6.52,6.36,0,0,999,sa658209
Jonathan Guzman,Padres,0,0,6.08,0,1,0,1,1,1,0,1,1,1.93,6.32,7.85,6.36,0,-0.1,999,sa874249
Makay Nelson,,0,0,6.3,0,0,0,1,1,1,0,1,1,1.84,5.06,6.15,6.36,0,0,999,sa875239
Donnie Sellers,Blue Jays,0,0,6.46,0,0,0,1,1,1,0,1,1,1.75,4.81,5.01,6.36,0,0,999,sa3003991
Maiker Manzanillo,Indians,0,0,6.24,0,1,0,1,1,1,0,1,1,1.79,5.51,5.99,6.36,0,0,999,sa917816
Tyler Beardsley,,0,0,6.42,0,0,0,1,1,1,0,0,0,1.72,4.36,4.5,6.36,0,0,999,sa918348
Nate Bertness,Angels,0,0,5.94,0,0,0,1,1,1,0,1,1,1.71,5.48,5.63,6.36,0,0,999,sa875697
Wes Torrez,,0,0,6.32,0,0,0,1,1,1,0,1,1,1.73,4.59,4.88,6.36,0,0,999,sa914205
Tim Viehoff,Mariners,0,0,6.14,0,0,0,1,1,1,0,1,1,1.78,5.7,6.04,6.36,0,0,999,sa918261
Tobias Myers,Rays,0,0,6.26,0,0,0,1,1,1,0,1,1,1.7,5.15,5.02,6.37,0,0,999,sa918088
Brett de Geus,Dodgers,0,0,6.21,0,0,0,1,1,1,0,1,1,1.83,4.68,6.07,6.37,0,0,999,sa3006813
Carlos Machorro,Reds,0,0,6.28,0,1,0,1,1,1,0,1,1,1.8,6.39,6.31,6.37,0,0,999,sa877615
Hans Crouse,Rangers,0,0,6.43,0,0,0,1,1,1,0,1,1,1.78,5.62,5.64,6.37,0,0,999,sa3004642
Victor Santos,Phillies,0,0,6.34,0,0,0,1,1,1,0,1,1,1.77,5.25,5.42,6.37,0,0,999,sa3003083
Joe Mockbee,White Sox,0,0,6.08,0,1,0,1,1,1,0,1,1,1.85,6.12,6.85,6.37,0,0,999,sa915647
Josh Advocate,Rangers,0,0,6.36,0,1,0,1,1,1,0,1,1,1.82,5.74,6.1,6.37,0,0,999,sa3004220
Heribert Garcia,Royals,0,0,6.37,0,0,0,1,1,1,0,0,1,1.82,4.41,5.81,6.37,0,0,999,sa3006408
Eugenio Palma,Cubs,0,0,6.02,0,1,0,1,1,1,0,1,1,1.88,6.19,7.39,6.37,0,0,999,sa829746
Miguel Figueroa,Giants,0,0,6.28,0,0,0,1,1,1,0,0,1,1.84,4.46,6.16,6.37,0,0,999,sa916836
Alfonso Hernandez,Nationals,0,0,5.98,0,1,0,1,1,1,0,1,1,1.93,6.15,7.74,6.37,0,0,999,sa917812
Jose Butto,Mets,0,0,6.31,0,0,0,1,1,1,0,1,1,1.78,5.16,5.67,6.38,0,0,999,sa3003166
Wilfri Aleton,,0,0,6.2,0,0,0,1,1,1,0,1,1,1.82,4.84,5.97,6.38,0,0,999,sa737093
Sergio Pacheco,,0,0,6.36,0,0,0,1,1,1,0,0,1,1.81,4.26,5.49,6.38,0,0,999,sa919042
Luis Frias,Diamondbacks,0,0,6.51,0,0,0,1,1,1,0,1,1,1.87,5.65,6.56,6.38,0,0,999,sa917588
Manuel Aybar,Reds,0,0,6.2,0,1,0,1,1,1,0,1,1,1.91,7.31,7.86,6.38,0,0,999,sa597428
Dakody Clemmer,Indians,0,0,6.2,0,1,0,1,1,1,0,1,1,1.82,5.54,6.38,6.38,0,0,999,sa918421
Cody Sedlock,Orioles,0,0,6.39,0,0,0,1,1,1,0,1,1,1.76,4.83,5.08,6.38,0,0,999,sa874042
Yennsy Diaz,Blue Jays,0,0,6.35,2,0,0,1,1,1,0,1,1,1.71,5.73,5.31,6.39,0,0,999,sa873331
Jurgen Jimenez,Mets,0,0,6.21,0,0,0,1,1,1,0,1,1,1.91,4.59,6.76,6.39,0,0,999,sa872526
David Fischer,,0,0,6.38,0,0,0,1,1,1,0,1,1,1.76,5.95,5.78,6.39,0,0,999,sa526385
Sal Biasi,Brewers,0,0,6.32,0,1,0,1,1,1,0,1,1,1.82,6.77,6.62,6.39,0,0,999,sa3004091
Luis Jimenez,Indians,0,0,6.21,0,1,0,1,1,1,0,1,1,1.8,5.57,6.14,6.39,0,0,999,sa736701
Luis Garcia,Astros,0,0,6.38,0,0,0,1,1,1,0,1,1,1.79,6.13,6.05,6.39,0,0,999,sa3005197
Tom de Blok,Tigers,0,0,6.49,0,0,0,1,1,1,0,1,0,1.69,4.75,4.3,6.39,0,0,999,sa971762
Jose Geraldo,,0,0,6.42,0,0,0,1,1,1,0,1,1,1.82,4.53,5.61,6.39,0,0,999,sa837791
Dalton Lehnen,Yankees,0,0,6.17,0,0,0,1,1,1,0,1,1,1.76,5.44,5.52,6.39,0,0,999,sa873948
Ryley MacEachern,,0,0,6.23,0,1,0,1,1,1,0,1,1,1.89,5.77,7.04,6.39,0,0,999,sa738713
Julio Puello,Cardinals,0,0,6.38,0,0,0,1,1,1,0,1,1,1.85,5.13,6.27,6.39,0,0,999,sa3005634
Mike Morrison,White Sox,0,0,6.22,0,1,0,1,1,1,0,1,1,1.78,6.88,6.47,6.39,0,0,999,sa918612
John Hayes,,0,0,6.26,0,1,0,1,1,1,0,1,1,1.87,5.6,6.76,6.4,0,0,999,sa918566
Dalton Higgins,Yankees,0,0,6.18,0,1,0,1,1,1,0,1,1,1.82,5.41,6.08,6.4,0,0,999,sa3004988
Aaron Fossas,Reds,0,0,6.31,0,1,0,1,1,1,0,1,1,1.73,6.02,5.5,6.4,0,0,999,sa919827
Angel Zerpa,Royals,0,0,6.22,0,0,0,1,1,1,0,0,1,1.83,3.6,5.75,6.4,0,0,999,sa3002993
Alexis Portillo,,0,0,6.29,0,1,0,1,1,1,0,1,1,1.78,5.31,5.76,6.4,0,0,999,sa3001065
Wilfred Salaman,Brewers,0,0,6.26,0,0,0,1,1,1,0,1,1,1.84,5.5,6.36,6.4,0,0,999,sa921448
Domenick Carlini,Twins,0,0,6.34,0,0,0,1,1,1,0,1,1,1.75,4.57,5.05,6.4,0,0,999,sa918467
William Ouellette,Blue Jays,0,0,6.46,0,1,0,1,1,1,0,1,1,1.74,5.27,5.04,6.4,0,0,999,sa921422
Patrick McGuff,Reds,0,0,6.36,0,0,0,1,1,1,0,1,1,1.77,5.58,5.6,6.4,0,0,999,sa918916
Martin Anderson,,0,0,6.18,0,1,0,1,1,1,0,1,1,1.85,5.9,6.77,6.4,0,0,999,sa3004865
Justin Garza,Indians,0,0,6.32,0,0,0,1,1,1,0,1,1,1.68,5.76,4.98,6.4,0,0,999,sa658782
Matt Shannon,Blue Jays,0,0,6.33,0,1,0,1,1,1,0,1,1,1.88,5.14,6.63,6.4,0,0,999,sa3004087
Ernesto Jaquez,Astros,0,0,6.4,0,0,0,1,1,1,0,1,1,1.84,5.7,6.39,6.41,0,0,999,sa3004869
Yeremin Lara,Marlins,0,0,6.27,0,0,0,1,1,1,0,1,1,1.9,4.77,6.83,6.41,0,0,999,sa917804
Ricardo Silva,,0,0,6.23,0,0,0,1,1,1,0,1,1,1.85,4.68,6.17,6.41,0,0,999,sa3002986
Jhenderson Hurtado,Athletics,0,0,6.25,0,0,0,1,1,1,0,1,1,1.78,5.13,5.81,6.41,0,0,999,sa828710
Jared Solomon,Reds,0,0,6.41,0,0,0,1,1,1,0,1,1,1.8,5.66,5.89,6.41,0,0,999,sa3004589
Jared Brasher,Nationals,0,0,6.21,0,1,0,1,1,1,0,1,1,1.9,6.31,7.41,6.41,0,0,999,sa3004567
Stephen Woods,Rays,0,0,6.29,0,0,0,1,1,1,0,1,1,1.83,5.68,6.49,6.41,0,0,999,sa737853
Alex Speas,Rangers,0,0,6.21,0,1,0,1,1,1,0,1,1,1.97,7.27,8.47,6.41,0,0,999,sa917945
Rafael Carvajal,Phillies,0,0,6.21,0,1,0,1,1,1,0,1,1,1.88,5.99,6.99,6.41,0,0,999,sa924083
Alex Farina,,0,0,6.29,0,1,0,1,1,1,0,1,1,1.87,5.61,6.71,6.41,0,0,999,sa827441
Ryan Hinchley,,0,0,6.06,0,1,0,1,1,1,0,1,1,1.96,6.45,8.15,6.41,0,0,999,sa875219
Oscar Verdugo,,0,0,6.43,0,0,0,1,1,1,0,1,1,1.76,4.54,5,6.41,0,0,999,sa504951
Jesus Ortiz,Rays,0,0,6.24,0,1,0,1,1,1,0,1,1,1.79,5.31,5.98,6.41,0,0,999,sa875401
Jacob Belinda,,0,0,6.29,0,1,0,1,1,1,0,1,1,1.88,5.95,7.02,6.41,0,0,999,sa3004666
Luke Lanphere,Rangers,0,0,6.38,0,1,0,1,1,1,0,1,1,1.85,5.69,6.45,6.41,0,0,999,sa738712
Mitchell Jordan,Athletics,0,0,6.36,0,0,0,1,1,1,0,1,1,1.66,5.11,4.64,6.42,0,0,999,sa873675
Juan Morillo,Dodgers,0,0,6.17,0,0,0,1,1,1,0,1,1,1.89,5.12,6.91,6.42,0,0,999,sa917772
George Soriano,Marlins,0,0,6.29,0,0,0,1,1,1,0,1,1,1.93,5.08,7.2,6.42,0,0,999,sa917493
Jared Finkel,Twins,0,0,6.33,0,1,0,1,1,1,0,1,1,1.85,4.82,6.16,6.42,0,0,999,sa3004596
Lucas Williams,,0,0,6.28,0,1,0,1,1,1,0,1,1,1.85,6.26,6.89,6.42,0,0,999,sa918745
Jose Santiago,,0,0,6.44,0,0,0,1,1,1,0,1,1,1.78,5.33,5.6,6.42,0,0,999,sa737036
Juan Torres,,0,0,6.22,0,1,0,1,1,1,0,1,1,1.93,6.33,7.73,6.42,0,0,999,sa659946
Nathan Thompson,Astros,0,0,6.27,0,1,0,1,1,1,0,1,1,1.85,5.94,6.66,6.42,0,0,999,sa918632
Yasel Santana,Red Sox,0,0,6.52,0,0,0,1,1,1,0,1,1,1.8,4.64,5.53,6.42,0,0,999,sa3005075
Ivan Maldonado,,0,0,6.42,0,0,0,1,1,1,0,0,0,1.71,4.08,4.35,6.42,0,0,999,sa202276
Christofer Dominguez,Mets,0,0,6.13,0,0,0,1,1,1,0,1,1,1.93,5.19,7.25,6.42,0,0,999,sa3003078
Jacob Morris,White Sox,0,0,6.21,0,1,0,1,1,1,0,1,1,1.83,7.17,7.12,6.42,0,0,999,sa503050
Robinson Lopez,,0,0,6.47,0,0,0,1,1,1,0,1,1,1.74,4.56,4.8,6.43,0,0,999,sa503963
Dylan Stock,Tigers,0,0,6.4,0,1,0,1,1,1,0,1,1,1.88,5.63,6.7,6.43,0,0,999,sa3004354
Dariel Aquino,,0,0,6.25,0,1,0,1,1,1,0,1,1,1.94,6.51,7.84,6.43,0,0,999,sa737549
Francis Del Orbe,Pirates,0,0,6.52,0,1,0,1,1,1,0,1,1,1.9,5.54,6.76,6.43,0,-0.1,999,sa3003043
Drew Finley,Dodgers,0,0,6.2,0,1,0,1,1,1,0,1,1,1.84,5.94,6.8,6.43,0,-0.1,999,sa875004
Nivaldo Rodriguez,Astros,0,0,6.45,0,0,0,1,1,1,0,1,1,1.78,5.04,5.49,6.43,0,0,999,sa943525
Jared Johnson,Nationals,0,0,6.09,0,1,0,1,1,1,0,1,1,1.95,5.98,7.81,6.43,0,0,999,sa3004472
Palmer Betts,,0,0,6.37,0,0,0,1,1,1,0,1,1,1.84,5.31,6.3,6.43,0,0,999,sa829741
Carlos Espinal,Yankees,0,0,6.24,0,1,0,1,1,1,0,1,1,1.8,6.17,6.22,6.43,0,0,999,sa872567
Clay Chandler,Mariners,0,0,6.4,0,0,0,1,1,1,0,1,0,1.68,4.57,4.3,6.43,0,0,999,sa3004749
Sergio Sierra,,0,0,6.47,0,0,0,1,1,1,0,1,1,1.75,5.04,5.1,6.43,0,0,999,sa826043
Stephen Ridings,Cubs,0,0,6.21,0,1,0,1,1,1,0,1,1,1.95,6.73,8.15,6.43,0,0,999,sa918119
Zack Trageton,Rays,0,0,6.41,0,0,0,1,1,1,0,0,1,1.76,4.47,5.13,6.44,0,0,999,sa918087
Riley Pint,Rockies,0,0,6.6,0,0,0,1,1,1,0,1,1,1.98,5.47,7.27,6.44,0,0,999,sa917922
Matt Portland,White Sox,0,0,6.24,0,0,0,1,1,1,0,1,1,1.83,5.32,6.25,6.44,0,0,999,sa875751
Felipe Tejada,Astros,0,0,6.42,0,0,0,1,1,1,0,1,1,1.81,5.42,6.01,6.44,0,0,999,sa873145
Janser Lara,Royals,0,0,6.38,0,0,0,1,1,1,0,1,1,1.8,5.8,6.29,6.44,0,0,999,sa917460
Jean Ruiz,Athletics,0,0,6.42,0,0,0,1,1,1,0,0,1,1.74,4.1,4.92,6.44,0,0,999,sa828536
Rosmer Inojosa,,0,0,6.44,0,0,0,1,1,1,0,0,1,1.82,4.37,5.54,6.44,0,0,999,sa3003088
Ludwin Jimenez,Cardinals,0,0,6.41,0,0,0,1,1,1,0,1,1,1.87,5.03,6.45,6.44,0,0,999,sa3005856
Rafael Kelly,Athletics,0,0,6.45,0,0,0,1,1,1,0,1,1,1.8,4.58,5.64,6.44,0,0,999,sa3002917
Moises Gomez,Twins,0,0,6.36,0,1,0,1,1,1,0,1,1,1.85,5.7,6.5,6.44,0,0,999,sa832779
Luis Rosario,Rangers,0,0,6.48,0,0,0,1,1,1,0,1,1,1.82,4.61,5.54,6.44,0,0,999,sa827956
Joel Pinto,Brewers,0,0,6.43,0,0,0,1,1,1,0,0,1,1.87,4.37,5.94,6.45,0,0,999,sa875901
Steven Farinaro,,0,0,6.4,0,0,0,1,1,1,0,1,1,1.79,4.69,5.44,6.45,0,0,999,sa737934
Carlos Naveda,,0,0,6.41,0,0,0,1,1,1,0,1,1,1.82,5.04,5.96,6.45,0,0,999,sa3003144
Nelson Leon,Mets,0,0,6.19,0,1,0,1,1,1,0,1,1,1.94,5.37,7.4,6.45,0,-0.1,999,sa828241
Eury Ramos,Cubs,0,0,6.4,0,0,0,1,1,1,0,1,1,1.87,5.25,6.55,6.45,0,0,999,sa873729
Ronald Sanchez,,0,0,6.32,0,1,0,1,1,1,0,1,1,1.91,5.8,7.19,6.45,0,0,999,sa739207
Tyler Ferguson,Rangers,0,0,6.35,0,1,0,1,1,1,0,1,1,1.89,6.44,7.19,6.45,0,0,999,sa658964
Jose Bravo,Astros,0,0,6.5,0,0,0,1,1,1,0,1,1,1.77,4.63,5.12,6.45,0,0,999,sa923839
Mike Ellenbest,Blue Jays,0,0,6.56,0,0,0,1,1,1,0,1,1,1.81,4.71,5.51,6.45,0,0,999,sa918550
Jairo Solis,Astros,0,0,6.45,0,0,0,1,1,1,0,1,1,1.83,5.61,6.28,6.45,0,0,999,sa3003037
Riley Echols,Indians,0,0,6.29,0,1,0,1,1,1,0,1,1,1.82,5.73,6.38,6.45,0,0,999,sa3003933
Derrik Watson,Rockies,0,0,6.55,0,1,0,1,1,1,0,1,1,1.95,6.31,7.35,6.45,0,0,999,sa3005034
Jake Johnson,Reds,0,0,6.41,0,1,0,1,1,1,0,1,1,1.86,6.27,6.77,6.46,0,0,999,sa875659
Didier Vargas,Cubs,0,0,6.18,0,0,0,1,1,1,0,1,1,1.95,4.92,7.31,6.46,0,0,999,sa3002981
Jose Valenzuela,Reds,0,0,6.37,0,0,0,1,1,1,0,1,1,1.87,5.31,6.45,6.46,0,0,999,sa917563
Easton McGee,Rays,0,0,6.43,0,0,0,1,1,1,0,0,1,1.78,3.72,4.99,6.46,0,0,999,sa917971
Aneurys Zabala,Reds,0,0,6.25,0,1,0,1,1,1,0,1,1,1.98,6.3,8.05,6.46,0,0,999,sa828514
Niklas Stephenson,,0,0,6.32,0,1,0,1,1,1,0,1,1,1.89,5.74,7.04,6.46,0,0,999,sa691089
Jose Martinez,Twins,0,0,6.38,0,1,0,1,1,1,0,1,1,1.83,5.56,6.24,6.47,0,0,999,sa828472
Johan Oviedo,Cardinals,0,0,6.4,0,0,0,1,1,1,0,1,1,1.9,5.78,7.12,6.47,0,0,999,sa922365
Logan Longwith,Rockies,0,0,6.78,0,0,0,1,1,1,0,1,1,1.77,4.87,4.7,6.47,0,0,999,sa875267
Miguel De Los Santos,Marlins,0,0,6.36,0,0,0,1,1,1,0,1,1,1.91,4.71,6.82,6.47,0,0,999,sa917357
Alejandro De La Rosa,,0,0,6.3,0,1,0,1,1,1,0,1,1,1.94,5.97,7.6,6.47,0,0,999,sa873448
Manuel Santiago,,0,0,6.32,0,0,0,1,1,1,0,1,1,1.82,4.69,5.92,6.47,0,0,999,sa3003145
Brent Wheatley,Marlins,0,0,6.27,0,1,0,1,1,1,0,1,1,1.97,5.58,7.88,6.47,0,-0.1,999,sa875750
Mitchell Traver,Angels,0,0,6.31,0,0,0,1,1,1,0,1,1,1.72,4.86,5.08,6.47,0,0,999,sa659272
Brandon Bonilla,Orioles,0,0,6.3,0,0,0,1,1,1,0,1,1,1.88,6.17,6.92,6.47,0,0,999,sa602380
Oswaldo Castillo,Tigers,0,0,6.37,0,1,0,1,1,1,0,1,1,1.91,5.52,7,6.47,0,0,999,sa735885
Argenis Blanco,,0,0,6.48,0,0,0,1,1,1,0,0,1,1.83,4.42,5.64,6.48,0,0,999,sa737195
Micah Miniard,Indians,0,0,6.35,0,1,0,1,1,1,0,0,1,1.85,4.43,6.11,6.48,0,0,999,sa829147
Sam Keating,Padres,0,0,6.43,0,0,0,1,1,1,0,1,1,1.87,4.51,6.24,6.48,0,0,999,sa3005025
Ken Figueroa,,0,0,6.53,0,0,0,1,1,1,0,0,1,1.79,4.46,5.27,6.49,0,0,999,sa827250
Antonio Hernandez,Dodgers,0,0,5.97,0,1,0,1,1,1,0,1,1,1.95,5.31,7.79,6.49,0,-0.1,999,sa3002788
Ryan Dease,Rangers,0,0,6.59,0,0,0,1,1,1,0,0,1,1.75,4.33,4.71,6.49,0,0,999,sa3004664
Daniel Zandona,,0,0,6.46,0,1,0,1,1,1,0,1,1,1.84,5.08,6.07,6.49,0,0,999,sa875287
Carlos Polanco,,0,0,6.3,0,1,0,1,1,1,0,1,1,1.88,6.71,7.39,6.49,0,0,999,sa696311
Juan Mejia,,0,0,6.32,0,0,0,1,1,1,0,0,1,1.82,4.13,5.65,6.49,0,0,999,sa3002949
Benjamin Sandoval,,0,0,6.43,0,1,0,1,1,1,0,1,1,1.81,4.95,5.8,6.49,0,0,999,sa545115
Danny Hrbek,Royals,0,0,6.37,0,1,0,1,1,1,0,1,1,1.88,5.97,7.16,6.49,0,0,999,sa3004716
Jesus Barraza,,0,0,6.34,0,1,0,1,1,1,0,1,1,1.76,5.35,5.68,6.49,0,0,999,sa504962
Argenis Romano,,0,0,6.34,0,1,0,1,1,1,0,1,1,1.89,5.71,7.05,6.49,0,0,999,sa872882
Angello Infante,Athletics,0,0,6.49,0,0,0,1,1,1,0,0,1,1.82,4.07,5.63,6.49,0,0,999,sa916705
Julio Pinto,Royals,0,0,6.31,0,1,0,1,1,1,0,1,1,1.87,5.95,7.19,6.5,0,0,999,sa736965
Cesar Ventura,Indians,0,0,6.38,0,1,0,1,1,1,0,1,1,1.83,5.64,6.33,6.5,0,0,999,sa828214
Riley Ottesen,Dodgers,0,0,6.18,0,1,0,1,1,1,0,1,1,1.93,6.15,7.82,6.5,0,-0.1,999,sa3004741
Ignacio Feliz,Padres,0,0,6.36,0,0,0,1,1,1,0,1,1,1.93,5.19,7.18,6.5,0,0,999,sa3002982
Garrett Davila,Royals,0,0,6.31,0,0,0,1,1,1,0,1,1,1.83,4.53,6.17,6.5,0,0,999,sa875052
Michael Letkewicz,Indians,0,0,6.33,0,1,0,1,1,1,0,1,1,1.86,5.43,6.63,6.5,0,0,999,sa918538
Salvador Justo,Rockies,0,0,6.66,0,1,0,1,1,1,0,1,1,1.86,6.11,6.36,6.5,0,0,999,sa737459
Scott Burke,Orioles,0,0,6.48,0,1,0,1,1,1,0,1,1,1.75,5.13,5.09,6.5,0,0,999,sa738474
Jonathan Padilla,Yankees,0,0,6.42,0,0,0,1,1,1,0,1,1,1.78,5.06,5.4,6.5,0,0,999,sa830225
Kelvin Sanchez,,0,0,6.31,0,0,0,1,1,1,0,1,1,1.93,4.63,6.88,6.51,0,0,999,sa3005353
Jose Soriano,Angels,0,0,6.3,0,0,0,1,1,1,0,1,1,1.86,5.18,6.68,6.51,0,0,999,sa916702
Jeferson Mejia,Athletics,0,0,6.28,0,1,0,1,1,1,0,1,1,1.93,6.58,8.02,6.51,0,0,999,sa751022
Erik Manoah,Angels,0,0,6.3,0,0,0,1,1,1,0,1,1,1.78,5.67,6.16,6.51,0,0,999,sa829063
Dionis Zamora,Cardinals,0,0,6.49,0,0,0,1,1,1,0,1,1,1.86,5,6.32,6.51,0,0,999,sa3003167
Luis Ledo,White Sox,0,0,6.27,0,1,0,1,1,1,0,1,1,1.92,6.08,7.45,6.51,0,0,999,sa740812
Frandy Diaz,,0,0,6.24,0,0,0,1,1,1,0,1,1,1.96,5,7.37,6.51,0,0,999,sa828156
Adam Panayotovich,,0,0,6.54,0,0,0,1,1,1,0,0,1,1.84,3.91,5.45,6.51,0,0,999,sa919408
DL Hall,Orioles,0,0,6.36,0,0,0,1,1,1,0,1,1,1.84,5.72,6.43,6.52,0,0,999,sa3005282
Luis Martinez,White Sox,0,0,6.44,0,0,0,1,1,1,0,1,1,1.73,5.82,5.34,6.52,0,0,999,sa830305
Kuo Hua Lo,,0,0,6.35,0,1,0,1,1,1,0,1,1,1.92,6.1,7.5,6.52,0,0,999,sa659189
Jefry Valdez,Yankees,0,0,6.25,0,1,0,1,1,1,0,1,1,1.87,5.84,6.88,6.52,0,0,999,sa887660
Luis Palacios,,0,0,6.29,0,0,0,1,1,1,0,1,1,1.9,5.07,6.82,6.52,0,0,999,sa3003021
Randy Acevedo,Royals,0,0,6.49,0,0,0,1,1,1,0,0,1,1.86,2.88,5.51,6.52,0,0,999,sa873299
Eudi Asencio,Braves,0,0,6.54,0,0,0,1,1,1,0,1,1,1.9,4.74,6.5,6.52,0,0,999,sa3004866
Dedniel Nunez,Mets,0,0,6.45,0,0,0,1,1,1,0,1,1,1.88,5.04,6.52,6.52,0,0,999,sa3004203
Alvaro Seijas,Cardinals,0,0,6.46,0,0,0,1,1,1,0,1,1,1.82,4.63,5.81,6.53,0,0,999,sa861440
Abdiel Mendoza,Rangers,0,0,6.57,0,0,0,1,1,1,0,0,1,1.86,4.38,5.84,6.53,0,0,999,sa916829
Jose Moreno,Cardinals,0,0,6.52,0,0,0,1,1,1,0,1,1,1.89,4.52,6.38,6.53,0,0,999,sa3003113
Tomas Alastre,Nationals,0,0,6.51,0,0,0,1,1,1,0,1,1,1.8,4.84,5.61,6.53,0,0,999,sa873529
Austin Cox,Royals,0,0,6.41,0,0,0,1,1,1,0,1,1,1.89,5.15,6.87,6.53,0,0,999,sa3007777
Randy Alcantara,Phillies,0,0,6.4,0,1,0,1,1,1,0,1,1,1.81,5.77,6.1,6.53,0,0,999,sa830622
Carson Cross,,0,0,6.55,0,0,0,1,1,1,0,0,1,1.8,4.36,5.36,6.53,0,0,999,sa709597
Jonathon Mulford,Cardinals,0,0,6.56,0,0,0,1,1,1,0,1,1,1.9,4.89,6.55,6.53,0,0,999,sa918844
Nolan Watson,Royals,0,0,6.5,0,0,0,1,1,1,0,0,1,1.75,4.13,5.08,6.54,0,0,999,sa874732
Sam Gibbons,,0,0,6.52,0,0,0,1,1,1,0,1,1,1.82,4.77,5.73,6.54,0,0,999,sa659495
Lisandro Santos,Braves,0,0,6.26,0,0,0,1,1,1,0,1,1,2,4.95,7.76,6.54,0,0,999,sa945728
Marcus Reyes,Blue Jays,0,0,6.36,0,1,0,1,1,1,0,1,1,1.92,5.4,7.12,6.54,0,0,999,sa3004489
Jhordany Mezquita,Phillies,0,0,6.38,0,0,0,1,1,1,0,1,1,1.85,6.02,6.55,6.54,0,0,999,sa3004860
Casey Ryan,Cubs,0,0,6.36,0,1,0,1,1,1,0,1,1,1.95,5.47,7.48,6.54,0,0,999,sa3004827
Alfredo Colorado,,0,0,6.55,0,0,0,1,1,1,0,1,1,1.86,4.62,6.07,6.54,0,0,999,sa830006
Juan Hillman,Indians,0,0,6.39,0,0,0,1,1,1,0,1,1,1.79,4.65,5.6,6.54,0,0,999,sa874796
Jake Polancic,Diamondbacks,0,0,6.54,0,1,0,1,1,1,0,1,1,1.99,6.21,8.02,6.54,0,0,999,sa918215
Alex Mauricio,Yankees,0,0,6.49,0,0,0,1,1,1,0,1,1,1.75,4.98,5.07,6.54,0,0,999,sa3004337
Juan Escorcia,Phillies,0,0,6.49,0,0,0,1,1,1,0,1,1,1.89,6,6.85,6.54,0,0,999,sa831599
Nelvin Correa,,0,0,6.55,0,0,0,1,1,1,0,1,1,1.86,4.56,6,6.54,0,0,999,sa3003103
Will Changarotty,,0,0,6.45,0,1,0,1,1,1,0,1,1,1.9,5.53,6.89,6.55,0,0,999,sa737567
Ben Brown,Phillies,0,0,6.52,0,0,0,1,1,1,0,1,1,1.84,5.65,6.2,6.55,0,0,999,sa3005122
Alexander Calderon,,0,0,6.29,0,0,0,1,1,1,0,1,1,1.93,4.79,7.07,6.55,0,0,999,sa828224
Jhonleider Salinas,Rays,0,0,6.31,0,1,0,1,1,1,0,1,1,1.85,6.38,7.1,6.55,0,0,999,sa873497
Greg Tomchick,,0,0,6.45,0,1,0,1,1,1,0,1,1,1.88,5.46,6.69,6.55,0,0,999,sa875868
Diarlin Jimenez,,0,0,6.53,0,0,0,1,1,1,0,0,1,1.9,4.01,6.23,6.55,0,0,999,sa3003091
Brady Muller,,0,0,6.44,0,0,0,1,1,1,0,0,1,1.86,4.39,6.06,6.56,0,0,999,sa3002824
